Rank,Stage,Name,Score,UserList
2257,成渝赛区,让我先跑39米,'8.8323,xin_kevin; 
2258,西北赛区,hl_gogo,'8.9033,hl_go_go; 
2259,杭厦赛区,hw68751712,'8.905,hw68751712; 
2260,粤港澳赛区,hw71312192,'8.914,hw71312192; 
2261,西北赛区,西北史努比,'8.9217,hw60174241; 
2262,成渝赛区,hw54190270,'8.9406,hw54190270; 
2263,西北赛区,Lucky小分队,'8.9794,hw52464681; hw69942572; hw46146794; 
2264,粤港澳赛区,苏牙踢前锋,'9.0085,Mr_SET; hw95575520; 
2265,西北赛区,随便-一剑开天门,'9.0088,hw41395592; 
2266,京津东赛区,xinlaide2,'9.0233,xinlaide2; 
2267,成渝赛区,hw69695587,'9.0369,hw69695587; 
2268,海外赛区,做什么都队,'9.0383,NNever; hw91727781; 
2269,西北赛区,hw91239333,'9.0386,hw91239333; 
2270,成渝赛区,hw46954787,'9.0522,hw46954787; 
2271,上合赛区,提前放弃,'9.0556,hw10027087; hw84349918; 
2272,西北赛区,仙工大,'9.0597,qq915172915; 
2273,上合赛区,hw35453026,'9.063,hw35453026; 
2274,江山赛区,hw32847997,'9.0695,hw32847997; 
2275,粤港澳赛区,hw92664442,'9.0716,hw92664442; 
2276,西北赛区,lyz1207,'9.0743,lyz1207; 
2277,上合赛区,hw89873432,'9.0881,hw89873432; 
2278,粤港澳赛区,hw53122012,'9.0893,hw53122012; 
2279,成渝赛区,hw30040117,'9.0928,hw30040117; 
2280,京津东赛区,hw77549908,'9.1182,hw77549908; 
2281,江山赛区,红泥小火炉,'9.1528,hw85414700; 
2282,上合赛区,hw76446675,'9.1566,hw76446675; 
2283,杭厦赛区,jksoap,'9.1569,jksoap; 
2284,成渝赛区,hw42134451,'9.1729,hw42134451; 
2285,杭厦赛区,hdu_qc,'9.1775,hdu_qc; 
2286,京津东赛区,敢为人先,'9.1788,hw86039876; hw70018403; hw13214624; 
2287,西北赛区,yangdengfeng,'9.1911,yangdengfeng; 
2288,杭厦赛区,hw88331246,'9.1936,hw88331246; 
2289,江山赛区,下次一定,'9.2263,Pomegranate_; T1tanium; 
2290,成渝赛区,其实我在第五层,'9.2432,hw63288133; 
2291,西北赛区,45度仰望天空~,'9.2616,hw52297186; hw16310054; hw82582581; 
2292,上合赛区,425,'9.2778,hzl1216; 
2293,成渝赛区,hw27602532,'9.2971,hw27602532; 
2294,江山赛区,326,'9.299,yanmingwei1122; 
2295,杭厦赛区,hw72914435,'9.3064,hw72914435; 
2296,江山赛区,forzore,'9.3198,forzore; 
2297,京津东赛区,hw58208901,'9.3224,hw58208901; 
2298,粤港澳赛区,一定要,'9.3275,zhiqiang_bao; 
2299,杭厦赛区,长迁,'9.3291,YoungBay; 
2300,成渝赛区,Gnest,'9.3729,hw27630491; 
2301,京津东赛区,aqwzuishuai,'9.3787,hw33936874; 
2302,西北赛区,Funny_mud_pee,'9.4078,Funny_mud_pee; 
2303,粤港澳赛区,唱跳rap,'9.4122,williamgrt; Jerrysu001; 
2304,西北赛区,小天后,'9.4407,hw68011421; 
2305,上合赛区,蓬松的头发,'9.4409,hw69917130; 
2306,京津东赛区,秧歌star,'9.4515,hw16382160; hw07465741; 
2307,西北赛区,hopegrace,'9.4726,hopegrace; 
2308,上合赛区,hw82503089,'9.4747,hw82503089; 
2309,武长赛区,zhenxiang,'9.492,hw35161382; 
2310,西北赛区,hw51701206,'9.5291,hw51701206; 
2311,西北赛区,hw87089491,'9.5299,hw87089491; 
2312,京津东赛区,NEU_XinYi,'9.5638,Xinyi999; 
2313,成渝赛区,hw75214603,'9.5746,hw75214603; 
2314,杭厦赛区,hw33458053,'9.5936,hw33458053; 
2315,上合赛区,暴力也是魔法,'9.5969,hw87379034; 
2316,京津东赛区,hw32166124,'9.6297,hw32166124; 
2317,武长赛区,cabbage,'9.6323,yl_hhh; hw10645992; hw58027983; 
2318,杭厦赛区,wealynnode,'9.6501,wealynnode; 
2319,江山赛区,就想获个奖,'9.6637,hw61662903; hw78998710; 
2320,粤港澳赛区,baozhiqiang,'9.6956,baozhiqiang; 
2321,粤港澳赛区,lidawen,'9.7441,lidawen; 
2322,京津东赛区,tmaxsco,'9.7461,tmaxsco; 
2323,西北赛区,Coder,'9.7462,hw57614240; 
2324,京津东赛区,NOBUG,'9.7558,hw40081608; hw04667143; hw66620687; 
2325,成渝赛区,Sejuani,'9.7795,hw01121291; 
2326,杭厦赛区,zyc,'9.7835,hw85260600; 
2327,成渝赛区,yseyes,'9.7989,hw14010935; CQU_zhangtao; 
2328,西北赛区,蓬松的头发队,'9.8202,TOTxd123; zxx_pr; hw50515297; 
2329,成渝赛区,这波是肉蛋葱鸡,'9.8441,FunnyBoy86; 
2330,西北赛区,hw09208027,'9.8447,hw09208027; 
2331,杭厦赛区,hw53798710,'9.8558,hw53798710; 
2332,成渝赛区,leo-10,'9.8944,hw30207673; 
2333,京津东赛区,newcomeer,'9.9058,newcomeer; 
2334,海外赛区,达拉崩吧斑得贝迪卜多比鲁翁,'9.9618,hw21449951; hw70759827; hw00801683; 
2335,江山赛区,改名字,'10.012,hw31471806; 
2336,成渝赛区,小葡萄呀小葡萄,'10.0532,Retina; 
2337,京津东赛区,hw46412873,'10.0943,hw46412873; 
2338,西北赛区,CallmeMrgao,'10.1339,CallmeMrgao; 
2339,成渝赛区,aiyishiqu,'10.1392,aiyishiqu; 
2340,杭厦赛区,有哈有,'10.1435,hongyigan; ZhnagDi; 
2341,成渝赛区,hw59461016,'10.1624,hw59461016; 
2342,海外赛区,SLEEP,'10.1674,hw80097264; 
2343,西北赛区,hw34060096,'10.2039,hw34060096; 
2344,杭厦赛区,hw91855072,'10.2341,hw91855072; 
2345,江山赛区,hw91855072,'10.2379,hw91855072; 
2346,杭厦赛区,TxL___,'10.2515,TxL___; 
2347,粤港澳赛区,TxL___,'10.2518,TxL___; 
2348,江山赛区,TxL___,'10.2526,TxL___; 
2349,京津东赛区,hw39383290,'10.2537,hw39383290; 
2350,西北赛区,TxL___,'10.256,TxL___; 
2351,上合赛区,shawn__,'10.2587,shawn__; 
2352,上合赛区,TxL___,'10.2594,TxL___; 
2353,成渝赛区,TxL___,'10.2614,TxL___; 
2354,西北赛区,hw62752283,'10.2653,hw62752283; 
2355,西北赛区,hw91855072,'10.2682,hw91855072; 
2356,成渝赛区,hw91855072,'10.2683,hw91855072; 
2357,西北赛区,hw77131579,'10.2685,hw77131579; 
2358,杭厦赛区,ywqqqwy,'10.3006,ywqqqwy; 
2359,粤港澳赛区,ywqqqwy,'10.3071,ywqqqwy; 
2360,粤港澳赛区,hw00910185,'10.3176,hw00910185; 
2361,成渝赛区,hw58326981,'10.3369,hw58326981; 
2362,西北赛区,这把宝刀专割柚子厨的,'10.3581,youu06; 
2363,上合赛区,hw77131579,'10.3643,hw77131579; 
2364,杭厦赛区,hw38771961,'10.4009,hw38771961; 
2365,粤港澳赛区,hw88811113,'10.4424,hw88811113; 
2366,成渝赛区,lxf1236,'10.4517,lxf1236; 
2367,上合赛区,hw87324971,'10.458,hw87324971; 
2368,成渝赛区,RUSH_200K,'10.5029,GodKillerXiao; WANG_H_; hw47701492; 
2369,西北赛区,sssssssssss,'10.5093,flyingpants; 
2370,武长赛区,hw89340202,'10.5114,hw89340202; 
2371,京津东赛区,hw88683285,'10.5148,hw88683285; 
2372,江山赛区,hw64352156,'10.5294,hw64352156; 
2373,武长赛区,ac,'10.5332,hw96234002; 
2374,粤港澳赛区,Error99,'10.5339,huanglei3416; 
2375,上合赛区,hw88683285,'10.5364,hw88683285; 
2376,西北赛区,hw54162771,'10.5542,hw54162771; 
2377,武长赛区,hw54922265,'10.5829,hw54922265; 
2378,成渝赛区,hw18383371,'10.6089,hw18383371; 
2379,杭厦赛区,Upupup丶,'10.6107,Dongyongupupup; ilovelife; 
2380,江山赛区,hw74407037,'10.6128,hw74407037; 
2381,江山赛区,hw65118535,'10.6134,hw65118535; 
2382,粤港澳赛区,hw87324971,'10.6147,hw87324971; 
2383,成渝赛区,CQUPT_CAI,'10.6333,lyk9903; Alpacadh; hw53887238; 
2384,西北赛区,樱岛麻衣的学弟们,'10.6464,hw20312643; hw01904293; hw78608692; 
2385,海外赛区,hw59190667,'10.6554,hw59190667; 
2386,杭厦赛区,dalaodaidaiwo_,'10.6783,dalaodaidaiwo_; 
2387,上合赛区,Csn1889,'10.7183,Csn1889; 
2388,武长赛区,hw57807865,'10.7662,hw57807865; 
2389,成渝赛区,hw92997044,'10.7757,hw92997044; 
2390,成渝赛区,hw26922083,'10.7925,hw26922083; 
2391,西北赛区,hw26922083,'10.7933,hw26922083; 
2392,粤港澳赛区,TimeError,'10.7955,TimeError; 
2393,武长赛区,Sudazzle,'10.798,Sudazzle; 
2394,西北赛区,支棱,'10.8124,hw88137523; 
2395,京津东赛区,hw93464189,'10.8241,hw93464189; 
2396,京津东赛区,hw62116846,'10.8438,hw62116846; 
2397,成渝赛区,搬砖小队,'10.8526,hw32218248; hw79239174; hw56431441; 
2398,京津东赛区,Hoyt97,'10.8756,Hoyt97; 
2399,成渝赛区,hw69087734,'10.923,hw69087734; 
2400,上合赛区,hw65118535,'10.9288,hw65118535; 
2401,西北赛区,TimeError,'10.952,TimeError; 
2402,武长赛区,TimeError,'10.9796,TimeError; 
2403,京津东赛区,hw13618201,'10.9803,hw13618201; 
2404,上合赛区,hw62116846,'10.9906,hw62116846; 
2405,杭厦赛区,HXY,'11.0027,YZGGGA; 
2406,杭厦赛区,甲铁城,'11.0213,MiraiQ; Riverain; Mumu_Xi; 
2407,粤港澳赛区,hw96234002,'11.0523,hw96234002; 
2408,上合赛区,hw96234002,'11.0583,hw96234002; 
2409,上合赛区,hw38874253,'11.0683,hw38874253; 
2410,上合赛区,hw29962425,'11.085,hw29962425; 
2411,上合赛区,改名要快,'11.0924,hw16218189; 
2412,上合赛区,hw43586472,'11.1198,hw43586472; 
2413,上合赛区,ustc225-1,'11.1379,hw27362814; 
2414,成渝赛区,hw75596134,'11.1666,hw75596134; 
2415,武长赛区,xiao-ge_,'11.1681,xiao-ge_; 
2416,江山赛区,好黑啊,'11.1808,TimeError; 
2417,成渝赛区,行行行,'11.1809,xingxingxin; 
2418,杭厦赛区,TimeError,'11.2654,TimeError; 
2419,成渝赛区,hw62116846,'11.3208,hw62116846; 
2420,杭厦赛区,hw65118535,'11.3682,hw65118535; 
2421,京津东赛区,赶鸭子上架,'11.4622,wangfuhai; 
2422,杭厦赛区,hw42940364,'11.4999,hw42940364; 
2423,上合赛区,hw22506334,'11.5235,hw22506334; 
2424,成渝赛区,hw20835907,'11.544,hw20835907; 
2425,西北赛区,hw48901084,'11.617,hw48901084; 
2426,杭厦赛区,hw39830293,'11.6264,hw39830293; 
2427,西北赛区,hw17351180,'11.6897,hw17351180; 
2428,成渝赛区,TimeError,'11.8102,TimeError; 
2429,上合赛区,no bug,no error,'11.841,sunxiangjun; 
2430,成渝赛区,Ducky,'11.8532,hw48702226; hw93804180; excaliburwyj; 
2431,西北赛区,烧仙草,'11.8574,hw80713988; hw72363750; hw20830259; 
2432,成渝赛区,hw65118535,'11.8849,hw65118535; 
2433,杭厦赛区,元宝暴暴,'11.9566,Yin_Cofer; workSpacePlus; kaysen_; 
2434,江山赛区,MCC_XLH,'11.9674,MCC_XLH; 
2435,上合赛区,workSpacePlus,'12.0635,workSpacePlus; 
2436,海外赛区,Mars_Li,'12.0903,Mars_Li; 
2437,西北赛区,hxhxhxhxhxhxhxh,'12.2346,hxhxhxhxhxhxhxh; 
2438,京津东赛区,别浪,'12.244,No_bug-_-; jiangjixixi; hw54338160; 
2439,杭厦赛区,jiang_yue_ye,'12.2997,hw63667500; 
2440,西北赛区,hw91983105,'12.3951,hw91983105; 
2441,成渝赛区,剪刀刺客,'12.4234,GWH13618229464; 
2442,上合赛区,哈哈哈对,'12.4544,hw30514660; 
2443,粤港澳赛区,faker_,'12.5514,faker_; 
2444,武长赛区,yyw的粉丝们,'12.6093,ERROR---try---hard; hw41014190; hw51632442; 
2445,粤港澳赛区,小谷围一姐,'12.6641,Believe33; cosimo6359; 
2446,杭厦赛区,hw88805557,'12.6703,hw88805557; 
2447,粤港澳赛区,leozhibin,'12.7616,leozhibin; 
2448,京津东赛区,hw73360980,'12.7859,hw73360980; 
2449,粤港澳赛区,hw65118535,'12.7971,hw65118535; 
2450,上合赛区,hw42301215,'12.8488,hw42301215; 
2451,上合赛区,hw81711833,'12.9664,hw81711833; 
2452,成渝赛区,比利&&奥利(随时退赛小队),'13.075,G_Horse; hw83171079; 
2453,粤港澳赛区,CIA小队,'13.1097,EAGHINee; Roykin; canranboy; 
2454,成渝赛区,有梦想就有希望,'13.1305,SMALL_LEFT; 
2455,武长赛区,军哥的小弟们,'13.1427,xuewen19; smallhui2014; hw39700690; 
2456,京津东赛区,Sukri,'13.1635,KRSTIN_L; 
2457,上合赛区,hw55538598,'13.2171,hw55538598; 
2458,武长赛区,超人小分队,'13.2198,hechao66; hw68500524; hw58922622; 
2459,成渝赛区,球球给我个SSSSP吧,'13.2712,legolas_lee; kkkklu; hw46533511; 
2460,西北赛区,Zhiyuan_Ren,'13.3197,Zhiyuan_Ren; 
2461,粤港澳赛区,泰罗！,'13.341,hw45352113; ADDAA96FD6304A9F952A4433A087610D; 
2462,杭厦赛区,小菜鸡,'13.3818,Xxxxxxxxx___; 
2463,武长赛区,运气比较好,'13.4496,hw75861554; hw47669114; hw88837750; 
2464,成渝赛区,hw87596864,'13.508,hw87596864; 
2465,成渝赛区,hw66253132,'13.5164,hw66253132; 
2466,武长赛区,py没活路,'13.6349,jqsElvin; 
2467,成渝赛区,biubiubiu,'13.7281,XiaoDongXd; Freyafy; 
2468,成渝赛区, hw32334624,'13.7337,hw32334624; 
2469,武长赛区,hw59164007,'13.7632,hw59164007; 
2470,杭厦赛区,黄饭盆儿,'13.7693,hw64635566; qingqingqing; hw36580629; 
2471,上合赛区,干啥啥不行,'13.7882,lingyufei; hw27865372; 
2472,武长赛区,打酱油,'13.823,hw76252019; hw09419575; 
2473,上合赛区,lxhana,'13.8432,lxhana; 
2474,成渝赛区,HFL123,'13.8575,HFL123; 
2475,武长赛区,精神小伙,'13.9482,whu_pzx; 
2476,成渝赛区,就上一次,'13.9642,hw39216203; 
2477,西北赛区,hw44478371,'14.0087,hw44478371; 
2478,京津东赛区,bbp123,'14.1195,bbp123; 
2479,成渝赛区,xing xing xing3,'14.1334,hw24529077; 
2480,杭厦赛区,hw94524748_,'14.2099,hw94524748_; 
2481,西北赛区,hw94524748_,'14.2187,hw94524748_; 
2482,杭厦赛区,Shaking,'14.2403,Shaking; 
2483,成渝赛区,hw77194857,'14.2915,hw77194857; 
2484,上合赛区,George_Plover,'14.2926,George_Plover; 
2485,杭厦赛区,LISICHENGMR,'14.4523,LISICHENGMR; 
2486,成渝赛区,hw45318011,'14.4653,hw45318011; 
2487,西北赛区,alic233,'14.5476,xjtu123456; 
2488,京津东赛区,huaweiNB,'14.564,xinlaide; 
2489,京津东赛区,大赛截止时间,'14.5677,Rainboat; dwyzzy; 
2490,成渝赛区,hw65146408,'14.5677,hw65146408; 
2491,西北赛区,hw83479962,'14.5951,hw83479962; 
2492,成渝赛区,freyaa,'14.6135,hw43919711; 
2493,京津东赛区,wuqifan1098,'14.7962,wuqifan1098; 
2494,西北赛区,wuqifan1098,'14.835,wuqifan1098; 
2495,粤港澳赛区,hw45318011,'14.9282,hw45318011; 
2496,京津东赛区,爱举重的山羊,'14.9337,ASDFGHJKLQWERTYY; hw04365890; 
2497,江山赛区,hw82820570,'14.9565,hw82820570; 
2498,江山赛区,hw16212834,'14.9884,hw16212834; 
2499,江山赛区,许你一片星河,'15.1656,yuan01; 
2500,杭厦赛区,到此一游,'15.1808,Glooory; hw43565197; steve_hu; 
2501,杭厦赛区,jolinchen,'15.1838,jolinchen; 
2502,上合赛区,wh723,'15.3802,wh723; 
2503,西北赛区,hw70900538,'15.6329,hw70900538; 
2504,西北赛区,hw34163861,'15.7568,hw34163861; 
2505,京津东赛区,hw17770809,'15.7708,hw17770809; 
2506,成渝赛区,成电少帮主,'15.8687,hw90725680; dnnn96; 
2507,杭厦赛区,LISICHENG_MS,'15.9308,LISICHENG_MS; 
2508,杭厦赛区,hw48306165,'15.967,hw48306165; 
2509,西北赛区,xjtu_No.1,'16.0106,a1213278475; hw04041561; 
2510,杭厦赛区,熬夜不如通宵队,'16.0138,ccchen111; 
2511,杭厦赛区,P40,'16.0871,hw85700360; 
2512,成渝赛区,hw84265658,'16.1174,hw84265658; 
2513,海外赛区,hw14726154,'16.1842,hw14726154; 
2514,杭厦赛区,hw25793313,'16.2274,hw25793313; 
2515,京津东赛区,hw42277193,'16.2692,hw42277193; 
2516,上合赛区,hw59297799,'16.3697,hw59297799; 
2517,杭厦赛区,手里的java不香了,'16.443,Willi42; 
2518,成渝赛区,hw57490158,'16.4762,hw57490158; 
2519,西北赛区,wzy9656,'16.5382,wzy9656; 
2520,西北赛区,hw21852302,'16.6168,hw21852302; 
2521,上合赛区,hw86455965,'16.6395,hw86455965; 
2522,上合赛区,hw42269454,'16.8104,hw42269454; 
2523,杭厦赛区,hw84417100,'16.954,hw84417100; 
2524,上合赛区,hw52876030,'16.9955,hw52876030; 
2525,粤港澳赛区,xmc1314,'17.1427,xmc1314; 
2526,西北赛区,好好干,'17.1648,hw22948417; hw61667754; hw08515997; 
2527,上合赛区,jolinchen,'17.5338,jolinchen; 
2528,武长赛区,没办法我们学机械的只会python,'17.5957,hw57403207; 
2529,江山赛区,byy123456,'17.7092,byy123456; 
2530,粤港澳赛区,蒟蒻队,'17.7591,hw59491718; linjiaduo; hw62807098; 
2531,杭厦赛区,Hm ,'17.8547,hw20186752; 
2532,西北赛区,橙子不怕天虎队,'18.0501,hw88805557; 
2533,江山赛区,team5058,'18.0809,hwyuxuan; zy320830; 
2534,成渝赛区,CodeOne,'18.1463,hw57835690; hwzlh666; hw11085108; 
2535,西北赛区,阿破克列,'18.1599,hyq12580; hw08105102; 
2536,武长赛区,hw34060096,'18.2055,hw34060096; 
2537,上合赛区,冲起来,'18.2415,hw35085674; hw82289659; 
2538,江山赛区,FF,'18.3901,F_Q_Y_; 
2539,西北赛区,hw29234357,'18.411,hw29234357; 
2540,成渝赛区,我的名字,'18.4594,hw36486953; 
2541,江山赛区,hw40507411,'18.6108,hw40507411; 
2542,成渝赛区,hw71851165,'18.6522,hw71851165; 
2543,成渝赛区,Flaming,'18.8315,JasonLikeNuts; 
2544,武长赛区,hw01789008,'19.1259,hw01789008; 
2545,西北赛区,春天花花幼儿园,'19.2511,hw75620256; 
2546,成渝赛区,nobody,'19.289,hw58193643; 
2547,上合赛区,摸鱼吧！,'19.4758,hw16668351; 
2548,武长赛区,hw57664784,'19.5042,hw57664784; 
2549,上合赛区,hw33083079,'19.5139,hw33083079; 
2550,杭厦赛区,元宝妈妈,'19.5174,hw68132792; 
2551,成渝赛区,dfs,'19.7095,hw11706946; 
2552,武长赛区,hw12676125,'20.3913,hw12676125; 
2553,武长赛区,Jarvan3zZ,'20.4136,Jarvan3zZ; 
2554,西北赛区,我快炸了,'20.53,hw86452558; 
2555,粤港澳赛区,hw12676125,'20.5692,hw12676125; 
2556,西北赛区,hw59190667,'20.6573,hw59190667; 
2557,上合赛区,hw12676125,'20.6627,hw12676125; 
2558,京津东赛区,TimeError,'20.7023,TimeError; 
2559,京津东赛区,hw26922083,'20.7182,hw26922083; 
2560,江山赛区,hw26922083,'20.7205,hw26922083; 
2561,粤港澳赛区,hw59190667,'20.7312,hw59190667; 
2562,京津东赛区,阿木木zzz,'20.7558,hw40564214; 
2563,武长赛区,gugugu,'20.7927,hw26922083; 
2564,成渝赛区,hw59190667,'20.8296,hw59190667; 
2565,武长赛区,hw59190667,'20.881,hw59190667; 
2566,西北赛区,hw84049800,'20.9961,hw84049800; 
2567,武长赛区,cuber,'21.1984,hw50993847; 
2568,京津东赛区,Jiiang_Xin,'21.2589,Jiiang_Xin; 
2569,上合赛区,hw07187489,'21.4341,hw07187489; 
2570,京津东赛区,hw44800925,'21.5436,hw44800925; 
2571,成渝赛区,hw94105119,'21.9029,hw94105119; 
2572,粤港澳赛区,khun_gs,'21.9453,khun_gs; 
2573,江山赛区,hw43044930,'22.0362,hw43044930; 
2574,粤港澳赛区,hw86508928,'22.3446,hw86508928; 
2575,粤港澳赛区,hw23542402,'22.596,hw23542402; 
2576,西北赛区,终于开学了,'22.597,hw68198369; hw_seeyou; hw70650412; 
2577,上合赛区,hw76600538,'22.6851,hw76600538; 
2578,成渝赛区,hw76584796,'22.7115,hw76584796; 
2579,成渝赛区,hw69315740,'22.7221,hw69315740; 
2580,成渝赛区,给大佬递Java,'22.7391,Jcduhdt; hw33447172; hw01864371; 
2581,成渝赛区,hw19942362,'22.7476,hw19942362; 
2582,成渝赛区,hw59051827,'22.7515,hw59051827; 
2583,成渝赛区,hw14008378,'22.754,hw14008378; 
2584,西北赛区,乘风破浪,'22.8216,iampanghui; 
2585,成渝赛区,hw86628830,'22.8842,hw86628830; 
2586,上合赛区,hw38508198,'22.93,hw38508198; 
2587,上合赛区,yimuyang,'22.9428,yimuyang; 
2588,上合赛区,wjd1015,'22.9479,wjd1015; 
2589,上合赛区,hw06725283,'23.4062,hw06725283; 
2590,京津东赛区,蛋黄长裙,'23.4917,hw74812029; 
2591,成渝赛区,Xavier_zw,'23.7067,Xavier_zw; 
2592,成渝赛区,hw18996989,'24.1124,hw18996989; 
2593,上合赛区,hw94741046,'24.1982,hw94741046; 
2594,西北赛区,我起了一枪秒了有什么好说的,'24.306,hddong; 
2595,京津东赛区,hw71851165,'24.3989,hw71851165; 
2596,武长赛区,hw00264200,'24.4134,hw00264200; 
2597,江山赛区,hw71851165,'24.4668,hw71851165; 
2598,杭厦赛区,hw71851165,'24.4867,hw71851165; 
2599,上合赛区,hw71851165,'24.601,hw71851165; 
2600,武长赛区,yyy222,'24.8546,yyy222; 
2601,成渝赛区,hw20519584,'24.9074,hw20519584; 
2602,西北赛区,hw09011711,'24.9262,hw09011711; 
2603,成渝赛区,hw09011711,'24.95,hw09011711; 
2604,京津东赛区,hw66049103,'24.998,hw66049103; 
2605,杭厦赛区,喵哇种子,'25.093,HDU_FrogGYLH; HDU_V1n; 
2606,江山赛区,hw54830062,'25.1199,hw54830062; 
2607,粤港澳赛区,hw78692758,'25.1536,hw78692758; 
2608,武长赛区,lann82,'25.4244,lann82; 
2609,武长赛区,专业摸鱼,'25.8242,hw83811420; 
2610,粤港澳赛区,asda,'25.8878,hw79954575; 
2611,粤港澳赛区,aaa,'26.0716,hw61384662; 
2612,杭厦赛区,杭厦酸菜鱼,'26.6875,Suxve; 
2613,西北赛区,泯,'26.8844,SmartDreamer; hw70078999; skhahah; 
2614,京津东赛区,SirRabbit,'26.9962,hw24382582; 
2615,江山赛区,AKOgogogo,'27.0452,AKOgogogo; 
2616,粤港澳赛区,hw24188575,'27.0455,hw24188575; 
2617,江山赛区,857857857,'27.0561,The_Undertaker; 
2618,上合赛区,叫什么都一样,'27.1174,winkkkk; 
2619,西北赛区,tc2020,'27.249,ijkm1234; 
2620,成渝赛区,MMMtaun,'27.4737,MMMtaun; 
2621,京津东赛区,唧唧复唧唧,'27.8525,jiu_jiu; hw49026321; hw85640157; 
2622,杭厦赛区,hw09011711,'28.0768,hw09011711; 
2623,西北赛区,卡提诺,'28.4544,hw49988529; hw42259116; 
2624,粤港澳赛区,NingGeGe_hhh,'28.4847,NingGeGe_hhh; 
2625,成渝赛区,一条大鱼,'28.6945,hw19318566; helloWworld; 
2626,成渝赛区,KEvinello,'28.7241,Kevinello; 
2627,西北赛区,hw49425974,'28.788,hw49425974; 
2628,西北赛区,软挑1队,'28.9019,hw68860219; hw94304141; hw09916342; 
2629,上合赛区,煲二蒸一,'28.9212,ZHM19_95; GrootZhu; hw91495701; 
2630,上合赛区,王牌飞行员申请出战,'28.9278,Huangdashen; 
2631,西北赛区,123,'28.957,hw62547628; 
2632,粤港澳赛区,cl15775820890,'28.9623,cl15775820890; 
2633,京津东赛区,hw60727119,'28.9867,hw60727119; 
2634,上合赛区,learner_huawei,'28.9896,learner_huawei; 
2635,西北赛区,hw42067446,'28.9992,hw42067446; 
2636,杭厦赛区,杭电文一瞎玩队,'29.0097,hw20323335; hw23640187; hw03902194; 
2637,上合赛区,hw12013042,'29.0167,hw12013042; 
2638,京津东赛区,hey,'29.0315,OLOSER; 
2639,西北赛区,hw84940770,'29.1268,hw84940770; 
2640,京津东赛区,写代码必被指指点点,'29.132,www_12694903590; 
2641,杭厦赛区,hw19153918,'29.1557,hw19153918; 
2642,武长赛区,hw39177964,'29.1596,hw39177964; 
2643,粤港澳赛区,firefly,'29.1603,firefly-2020; hw36648547; hw68006938; 
2644,粤港澳赛区,hw25170450,'29.2213,hw25170450; 
2645,西北赛区,马克思主义接班人,'29.2239,MiracleLi; Xue_KH; Xintao; 
2646,武长赛区,hw53472442,'29.2291,hw53472442; 
2647,杭厦赛区,Headbro,'29.2402,Headbro; 
2648,成渝赛区,你好呀,'29.2425,hello_yasin; 
2649,西北赛区,交大牧星人,'29.2608,XJTU_ZRP; 
2650,杭厦赛区,otto,'29.2681,hw54956782; 
2651,粤港澳赛区,hw15583043,'29.2693,hw15583043; 
2652,西北赛区,测试服,'29.2811,hw33274928; 
2653,西北赛区,我是咸鱼,'29.2836,ycon11; 
2654,西北赛区,han136,'29.3306,han136; 
2655,西北赛区,const_iterator,'29.3433,Yanjianghan; 
2656,京津东赛区,hw24188575,'29.3909,hw24188575; 
2657,西北赛区,西大楼小队,'29.4324,oneseven; 
2658,江山赛区,hw53224444,'29.4876,hw53224444; 
2659,武长赛区,hw76471907,'29.4947,hw76471907; 
2660,杭厦赛区,XYuuuu,'29.5156,XYuuuu; 
2661,成渝赛区,yijing233,'29.7012,yijing233; 
2662,西北赛区,DJW,'29.9367,hw10924411; ltw123; hw26418552; 
2663,西北赛区,hw97224406,'30.0173,hw97224406; 
2664,杭厦赛区,hw48743653,'30.5509,hw48743653; 
2665,粤港澳赛区,hw21074379,'30.5691,hw21074379; 
2666,上合赛区,GGBond,'30.7578,gdw439; 
2667,上合赛区,hw20651501,'30.7835,hw20651501; 
2668,武长赛区,三个臭皮匠,'30.9121,nshxihacw; xiongfeng666; hw52387783; 
2669,杭厦赛区,ccchen1111,'30.9942,ccchen1111; 
2670,上合赛区,JAVA_FIRE,'31.1507,JAVA_FIRE; 
2671,上合赛区,yangwenyan,'31.6419,yangwenyan; 
2672,江山赛区,WSYZCN,'31.9099,WSYZCN; 
2673,上合赛区,到此一游,'31.9698,Lei-Liu; 
2674,成渝赛区,hw19556655,'32.4808,hw19556655; 
2675,成渝赛区,神技大学法海,'33.0913,hw66874075; 
2676,粤港澳赛区,逆袭的品如,'33.2846,bgx_666; TheShy_777; 
2677,江山赛区,code_geass,'33.5068,code_geass; 
2678,西北赛区,hw17499964,'33.5159,hw17499964; 
2679,成渝赛区,小兵咔咔,'33.6008,hw73853161; lijin_2019; 
2680,上合赛区,hw37507844,'34.0149,hw37507844; 
2681,成渝赛区,hw22642051,'34.0849,hw22642051; 
2682,上合赛区,hw19679566,'34.347,hw19679566; 
2683,西北赛区,hw77772903,'34.4066,hw77772903; 
2684,成渝赛区,填写团队名,'34.9246,hw50482691; 
2685,江山赛区,不知道叫什么队,'35.3213,charon0808; 
2686,上合赛区,窃格瓦拉归来,'35.4839,Ghoul_kin; 
2687,上合赛区,青春有我,'36.2055,Curry_for_3; zhichang_lin; 
2688,武长赛区,LINRUIHANG,'36.2088,LINRUIHANG; 
2689,杭厦赛区,Goto,'36.35,hwcode; z546905043; 
2690,武长赛区,LI,'36.3529,lionelkx; 
